0.1437 0.6306 -0.1798 0.4145 -0.0185 -0.847 0.7294 -0.2956 0.3182 1
0.0927 0.3018 -0.2395 0.3623 -0.9236 -0.5275 -0.5121 -0.7121 -0.1753 1
0.6346 -0.1202 0.2456 -0.5452 -0.7057 -0.7729 -0.3923 -0.9763 -0.0685 1
-0.878 -0.6548 -0.9133 -0.1175 0.7075 -0.837 0.355 -0.8046 -0.5491 1
-0.7684 0.7061 0.1463 0.4771 -0.8391 0.4406 0.7042 -0.2314 0.4643 -1
0.0571 -0.5249 -0.2373 0.1438 0.3575 -0.5297 0.3069 -0.2875 -0.3343 1
-0.4453 0.7404 -0.9191 0.701 0.2175 -0.7582 0.1417 -0.0783 0.0104 -1
-0.8114 -0.1131 -0.4669 -0.0486 -0.9693 0.8906 0.4216 0.3376 -0.3969 -1
-0.2346 0.9384 -0.2555 -0.1536 0.6394 0.962 0.0882 -0.2189 -0.1162 -1
0.8614 0.3468 0.158 -0.6056 -0.7018 0.1887 -0.715 0.7198 -0.4737 -1
0.3875 -0.0368 -0.0563 -0.868 0.8095 -0.4169 -0.906 -0.1023 0.3642 1
0.6901 -0.339 0.2563 -0.152 0.0554 0.5544 -0.9633 0.3405 0.2742 -1
0.1901 0.9995 -0.7577 -0.8662 -0.8685 -0.9482 -0.283 -0.7745 -0.0505 1
-0.258 -0.6876 0.4063 0.9982 0.1604 -0.5383 0.5527 0.1971 0.8022 -1
0.1874 0.1349 -0.3578 0.4296 0.2687 -0.2263 0.4814 0.9857 -0.0008 -1
0.1218 0.6413 0.1371 -0.4719 0.6396 -0.7025 -0.0102 0.1922 0.4946 1
0.4655 0.1148 -0.6657 -0.8923 -0.4556 0.6031 -0.1186 -0.9741 0.5888 1
-0.0921 0.9551 -0.8037 -0.9549 -0.5168 0.8359 -0.6574 0.4731 0.0281 1
-0.7088 -0.4467 -0.9106 -0.3745 -0.339 -0.3662 -0.7714 0.5423 -0.3404 1
-0.9721 -0.586 0.9048 -0.7758 -0.541 -0.6119 -0.9399 -0.1984 0.8611 1
0.1099 -0.9784 0.7673 0.1993 -0.3529 -0.5718 0.8331 -0.1243 0.9706 -1
0.5588 -0.8062 0.3135 0.4636 -0.5819 0.7725 0.8517 -0.5218 -0.4259 -1
